Timestamp,Raw_Signal,Interpretation
2026-03-05T19:53:49.698863,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:53:50.820827,40.0,RESTING STATE
2026-03-05T19:53:50.935857,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:53:52.061422,40.0,RESTING STATE
2026-03-05T19:53:52.176563,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:53:53.298799,40.0,RESTING STATE
2026-03-05T19:53:53.417868,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:53:54.539897,40.0,RESTING STATE
2026-03-05T19:53:54.653920,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:53:55.777065,40.0,RESTING STATE
2026-03-05T19:53:55.895589,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:53:57.017679,40.0,RESTING STATE
2026-03-05T19:53:57.136967,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:53:58.258675,40.0,RESTING STATE
2026-03-05T19:53:58.373234,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:53:59.495913,40.0,RESTING STATE
2026-03-05T19:53:59.614148,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:00.736314,40.0,RESTING STATE
2026-03-05T19:54:00.851371,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:01.977206,40.0,RESTING STATE
2026-03-05T19:54:02.092389,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:03.213801,40.0,RESTING STATE
2026-03-05T19:54:03.333394,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:04.455262,40.0,RESTING STATE
2026-03-05T19:54:04.570278,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:05.692238,40.0,RESTING STATE
2026-03-05T19:54:05.811397,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:06.933549,40.0,RESTING STATE
2026-03-05T19:54:07.052475,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:08.173981,40.0,RESTING STATE
2026-03-05T19:54:08.289538,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:09.411794,40.0,RESTING STATE
2026-03-05T19:54:09.529679,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:10.652861,40.0,RESTING STATE
2026-03-05T19:54:10.766845,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:11.893669,40.0,RESTING STATE
2026-03-05T19:54:12.007990,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:13.130773,40.0,RESTING STATE
2026-03-05T19:54:13.249262,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:14.371261,40.0,RESTING STATE
2026-03-05T19:54:14.485614,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:15.608364,40.0,RESTING STATE
2026-03-05T19:54:15.726695,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:16.848945,40.0,RESTING STATE
2026-03-05T19:54:16.967576,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:18.090329,40.0,RESTING STATE
2026-03-05T19:54:18.204561,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:19.327314,40.0,RESTING STATE
2026-03-05T19:54:19.445580,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:20.567639,40.0,RESTING STATE
2026-03-05T19:54:20.682602,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:21.805422,40.0,RESTING STATE
2026-03-05T19:54:21.923358,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:23.045791,40.0,RESTING STATE
2026-03-05T19:54:23.164630,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:24.286689,40.0,RESTING STATE
2026-03-05T19:54:24.401547,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:25.523769,40.0,RESTING STATE
2026-03-05T19:54:25.642629,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:26.764460,40.0,RESTING STATE
2026-03-05T19:54:26.883309,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:28.005573,40.0,RESTING STATE
2026-03-05T19:54:28.120163,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:29.242407,40.0,RESTING STATE
2026-03-05T19:54:29.361743,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:30.484012,40.0,RESTING STATE
2026-03-05T19:54:30.598607,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:31.720230,40.0,RESTING STATE
2026-03-05T19:54:31.839800,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:32.962418,40.0,RESTING STATE
2026-03-05T19:54:33.080128,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:34.202622,40.0,RESTING STATE
2026-03-05T19:54:34.317759,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:35.439931,40.0,RESTING STATE
2026-03-05T19:54:35.557736,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:36.680619,40.0,RESTING STATE
2026-03-05T19:54:36.799879,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:37.921659,40.0,RESTING STATE
2026-03-05T19:54:38.036538,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:39.158421,40.0,RESTING STATE
2026-03-05T19:54:39.277512,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:40.399344,40.0,RESTING STATE
2026-03-05T19:54:40.513703,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:41.636306,40.0,RESTING STATE
2026-03-05T19:54:41.755544,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:42.877370,40.0,RESTING STATE
2026-03-05T19:54:42.996725,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:44.118619,40.0,RESTING STATE
2026-03-05T19:54:44.233429,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:45.355178,40.0,RESTING STATE
2026-03-05T19:54:45.473961,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:46.596383,40.0,RESTING STATE
2026-03-05T19:54:46.714127,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:47.836914,40.0,RESTING STATE
2026-03-05T19:54:47.952427,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:49.074150,40.0,RESTING STATE
2026-03-05T19:54:49.192615,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:50.315614,40.0,RESTING STATE
2026-03-05T19:54:50.430366,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:51.551951,40.0,RESTING STATE
2026-03-05T19:54:51.671194,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:52.793142,40.0,RESTING STATE
2026-03-05T19:54:52.911610,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:54.034089,40.0,RESTING STATE
2026-03-05T19:54:54.148511,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:55.271015,40.0,RESTING STATE
2026-03-05T19:54:55.390154,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:56.512273,40.0,RESTING STATE
2026-03-05T19:54:56.626509,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:57.752949,40.0,RESTING STATE
2026-03-05T19:54:57.867539,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:54:58.989512,40.0,RESTING STATE
2026-03-05T19:54:59.108531,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:00.230488,40.0,RESTING STATE
2026-03-05T19:55:00.345744,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:01.467713,40.0,RESTING STATE
2026-03-05T19:55:01.586803,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:02.708858,40.0,RESTING STATE
2026-03-05T19:55:02.827409,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:03.949475,40.0,RESTING STATE
2026-03-05T19:55:04.063907,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:05.186666,40.0,RESTING STATE
2026-03-05T19:55:05.305192,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:06.428165,40.0,RESTING STATE
2026-03-05T19:55:06.542778,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:07.668279,40.0,RESTING STATE
2026-03-05T19:55:07.783546,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:08.905509,40.0,RESTING STATE
2026-03-05T19:55:09.024394,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:10.146353,40.0,RESTING STATE
2026-03-05T19:55:10.261626,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:11.383815,40.0,RESTING STATE
2026-03-05T19:55:11.502822,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:12.624004,40.0,RESTING STATE
2026-03-05T19:55:12.743455,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:13.865936,40.0,RESTING STATE
2026-03-05T19:55:13.979779,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:15.102277,40.0,RESTING STATE
2026-03-05T19:55:15.221448,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:16.343544,40.0,RESTING STATE
2026-03-05T19:55:16.458570,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:17.580647,40.0,RESTING STATE
2026-03-05T19:55:17.698897,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:18.821793,40.0,RESTING STATE
2026-03-05T19:55:18.939665,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:20.062384,40.0,RESTING STATE
2026-03-05T19:55:20.177611,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:21.298624,40.0,RESTING STATE
2026-03-05T19:55:21.417718,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:22.539535,40.0,RESTING STATE
2026-03-05T19:55:22.659584,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:23.780630,40.0,RESTING STATE
2026-03-05T19:55:23.895588,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:25.018276,40.0,RESTING STATE
2026-03-05T19:55:25.136415,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:26.258999,40.0,RESTING STATE
2026-03-05T19:55:26.373642,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:27.495591,40.0,RESTING STATE
2026-03-05T19:55:27.614163,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:28.736583,40.0,RESTING STATE
2026-03-05T19:55:28.855423,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:29.977992,40.0,RESTING STATE
2026-03-05T19:55:30.092437,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:31.215273,40.0,RESTING STATE
2026-03-05T19:55:31.333473,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:32.456490,40.0,RESTING STATE
2026-03-05T19:55:32.574644,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:33.696700,40.0,RESTING STATE
2026-03-05T19:55:33.812086,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:34.933371,40.0,RESTING STATE
2026-03-05T19:55:35.052687,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:36.173825,40.0,RESTING STATE
2026-03-05T19:55:36.289480,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:37.412506,40.0,RESTING STATE
2026-03-05T19:55:37.530702,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:38.652214,40.0,RESTING STATE
2026-03-05T19:55:38.771398,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:39.893962,40.0,RESTING STATE
2026-03-05T19:55:40.008610,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:41.130453,40.0,RESTING STATE
2026-03-05T19:55:41.249916,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:42.372141,40.0,RESTING STATE
2026-03-05T19:55:42.490514,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:43.612745,40.0,RESTING STATE
2026-03-05T19:55:43.727398,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:44.849885,40.0,RESTING STATE
2026-03-05T19:55:44.968611,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:46.090447,40.0,RESTING STATE
2026-03-05T19:55:46.205379,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:47.327483,40.0,RESTING STATE
2026-03-05T19:55:47.446396,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:48.568219,40.0,RESTING STATE
2026-03-05T19:55:48.686747,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:49.809477,40.0,RESTING STATE
2026-03-05T19:55:49.924223,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:51.046263,40.0,RESTING STATE
2026-03-05T19:55:51.164655,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:52.287368,40.0,RESTING STATE
2026-03-05T19:55:52.405775,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:53.528437,40.0,RESTING STATE
2026-03-05T19:55:53.643156,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:54.764103,40.0,RESTING STATE
2026-03-05T19:55:54.884374,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:56.006146,40.0,RESTING STATE
2026-03-05T19:55:56.120611,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:57.243197,40.0,RESTING STATE
2026-03-05T19:55:57.361936,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:58.484415,40.0,RESTING STATE
2026-03-05T19:55:58.602983,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:55:59.725512,40.0,RESTING STATE
2026-03-05T19:55:59.839305,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:00.962138,40.0,RESTING STATE
2026-03-05T19:56:01.081032,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:02.202597,40.0,RESTING STATE
2026-03-05T19:56:02.317957,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:03.443445,40.0,RESTING STATE
2026-03-05T19:56:03.558528,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:04.681265,40.0,RESTING STATE
2026-03-05T19:56:04.800020,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:05.921713,40.0,RESTING STATE
2026-03-05T19:56:06.036413,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:07.158614,40.0,RESTING STATE
2026-03-05T19:56:07.277963,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:08.399752,40.0,RESTING STATE
2026-03-05T19:56:08.518275,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:09.640273,40.0,RESTING STATE
2026-03-05T19:56:09.755382,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:10.877384,40.0,RESTING STATE
2026-03-05T19:56:10.996655,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:12.118503,40.0,RESTING STATE
2026-03-05T19:56:12.233457,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:13.359977,40.0,RESTING STATE
2026-03-05T19:56:13.474058,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:14.596229,40.0,RESTING STATE
2026-03-05T19:56:14.715686,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:15.837441,40.0,RESTING STATE
2026-03-05T19:56:15.952249,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:17.073667,40.0,RESTING STATE
2026-03-05T19:56:17.193036,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:18.315620,40.0,RESTING STATE
2026-03-05T19:56:18.434683,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:19.556274,40.0,RESTING STATE
2026-03-05T19:56:19.671647,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:20.793604,40.0,RESTING STATE
2026-03-05T19:56:20.912467,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:22.033747,40.0,RESTING STATE
2026-03-05T19:56:22.148670,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:23.270799,40.0,RESTING STATE
2026-03-05T19:56:23.390422,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:24.512560,40.0,RESTING STATE
2026-03-05T19:56:24.631065,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:25.753012,40.0,RESTING STATE
2026-03-05T19:56:25.868425,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:26.990410,40.0,RESTING STATE
2026-03-05T19:56:27.109442,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:28.231018,40.0,RESTING STATE
2026-03-05T19:56:28.349618,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:29.472475,40.0,RESTING STATE
2026-03-05T19:56:29.586332,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:30.709615,40.0,RESTING STATE
2026-03-05T19:56:30.828185,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:31.949630,40.0,RESTING STATE
2026-03-05T19:56:32.064211,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:33.187377,40.0,RESTING STATE
2026-03-05T19:56:33.306146,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:34.428405,40.0,RESTING STATE
2026-03-05T19:56:34.546396,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:35.668652,40.0,RESTING STATE
2026-03-05T19:56:35.784061,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:36.906273,40.0,RESTING STATE
2026-03-05T19:56:37.024684,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:38.147081,40.0,RESTING STATE
2026-03-05T19:56:38.265211,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:39.387820,40.0,RESTING STATE
2026-03-05T19:56:39.502422,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:40.624613,40.0,RESTING STATE
2026-03-05T19:56:40.743623,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:41.865574,40.0,RESTING STATE
2026-03-05T19:56:41.980956,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:43.102636,40.0,RESTING STATE
2026-03-05T19:56:43.221925,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:44.344085,40.0,RESTING STATE
2026-03-05T19:56:44.462507,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:45.584353,40.0,RESTING STATE
2026-03-05T19:56:45.699159,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:46.821430,40.0,RESTING STATE
2026-03-05T19:56:46.940393,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:48.062388,40.0,RESTING STATE
2026-03-05T19:56:48.181370,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:49.303904,40.0,RESTING STATE
2026-03-05T19:56:49.418453,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:50.540420,40.0,RESTING STATE
2026-03-05T19:56:50.659497,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:51.781433,40.0,RESTING STATE
2026-03-05T19:56:51.895748,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:53.018435,40.0,RESTING STATE
2026-03-05T19:56:53.136946,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:54.259982,40.0,RESTING STATE
2026-03-05T19:56:54.378212,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:55.500915,40.0,RESTING STATE
2026-03-05T19:56:55.615391,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:56.737423,40.0,RESTING STATE
2026-03-05T19:56:56.855514,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:57.978217,40.0,RESTING STATE
2026-03-05T19:56:58.096574,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:56:59.219256,40.0,RESTING STATE
2026-03-05T19:56:59.333626,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:00.456558,40.0,RESTING STATE
2026-03-05T19:57:00.574463,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:01.697270,40.0,RESTING STATE
2026-03-05T19:57:01.812265,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:02.933790,40.0,RESTING STATE
2026-03-05T19:57:03.052845,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:04.175427,40.0,RESTING STATE
2026-03-05T19:57:04.293421,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:05.415574,40.0,RESTING STATE
2026-03-05T19:57:05.530937,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:06.653346,40.0,RESTING STATE
2026-03-05T19:57:06.772132,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:07.893624,40.0,RESTING STATE
2026-03-05T19:57:08.008892,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:09.135452,40.0,RESTING STATE
2026-03-05T19:57:09.249565,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:10.372338,40.0,RESTING STATE
2026-03-05T19:57:10.490419,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:11.612985,40.0,RESTING STATE
2026-03-05T19:57:11.728193,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:12.849458,40.0,RESTING STATE
2026-03-05T19:57:12.969029,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:14.090890,40.0,RESTING STATE
2026-03-05T19:57:14.209383,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:15.332168,40.0,RESTING STATE
2026-03-05T19:57:15.446981,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:16.568431,40.0,RESTING STATE
2026-03-05T19:57:16.687478,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:17.810090,40.0,RESTING STATE
2026-03-05T19:57:17.924651,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:19.050141,40.0,RESTING STATE
2026-03-05T19:57:19.165647,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:20.287384,40.0,RESTING STATE
2026-03-05T19:57:20.406315,8.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:21.528691,40.0,RESTING STATE
2026-03-05T19:57:21.643529,9.0,ACTIVE THOUGHT DETECTED
2026-03-05T19:57:22.765633,40.0,RESTING STATE
